GEOID,NAME,variable,estimate,moe,year,year_lab,tract_name
36047047600,"Census Tract 476, Kings County, New York",male_total,1411,175,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_5y,89,57,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_5_9,135,64,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_10_14,181,61,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_15_17,111,45,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_18_19,37,32,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_20,36,25,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_21,8,14,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_22_24,14,15,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_25_29,99,70,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_30_34,95,59,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_35_39,42,36,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_40_44,39,39,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_45_49,74,45,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_50_54,99,53,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_55_59,91,41,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_60_61,19,21,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_62_64,38,31,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_65_66,0,123,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_67_69,17,26,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_70_74,23,30,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_75_79,92,58,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_80_84,18,30,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_85,54,40,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_total,1558,205,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_5y,141,74,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_5_9,98,48,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_10_14,146,84,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_15_17,77,50,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_18_19,56,41,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_20,29,34,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_21,46,40,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_22_24,64,50,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_25_29,19,22,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_30_34,65,40,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_35_39,15,23,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_40_44,53,42,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_45_49,31,26,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_50_54,148,59,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_55_59,91,44,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_60_61,29,27,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_62_64,34,36,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_65_66,0,123,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_67_69,54,43,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_70_74,100,61,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_75_79,132,74,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_80_84,9,15,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_85,121,83,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_race,2969,330,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",white_race,2917,343,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",black_race,0,123,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",aian_race,0,123,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",asian_race,0,123,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",nhpi_race,0,123,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",oth_race,52,77,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",mult_race,0,123,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",multoth_race,0,123,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",multnoth_race,0,123,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_eth,2969,330,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",nothisp_eth,2880,344,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",hisp_eth,89,101,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_hh_move,2940,324,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",same_hh,2526,345,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",move_instate_hh,0,123,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",move_ostate_hh,0,123,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",med_hhinc,26431,4622,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_hh,991,64,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",hh_oo,319,80,2009,2005-2009,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",hh_ro,672,102,2009,2005-2009,Census Tract 476
36047023200,"Census Tract 232, Kings County, New York",total,6142,906,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_total,3113,552,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_5y,318,125,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_5_9,406,147,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_10_14,275,112,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_15_17,303,169,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_18_19,70,53,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_20,89,74,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_21,29,35,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_22_24,219,131,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_25_29,176,87,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_30_34,159,93,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_35_39,182,92,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_40_44,193,148,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_45_49,80,50,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_50_54,138,84,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_55_59,161,74,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_60_61,66,67,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_62_64,63,41,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_65_66,15,16,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_67_69,12,14,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_70_74,14,16,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_75_79,32,23,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_80_84,25,24,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_85,88,55,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_total,3029,499,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_5y,558,211,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_5_9,375,142,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_10_14,327,144,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_15_17,145,68,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_18_19,62,43,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_20,43,45,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_21,23,25,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_22_24,57,47,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_25_29,203,86,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_30_34,213,110,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_35_39,130,66,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_40_44,78,66,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_45_49,81,59,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_50_54,119,71,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_55_59,190,86,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_60_61,88,57,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_62_64,83,59,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_65_66,27,27,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_67_69,52,45,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_70_74,14,17,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_75_79,35,27,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_80_84,30,26,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_85,96,56,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_race,6142,906,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",white_race,5279,879,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",black_race,40,67,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",aian_race,0,16,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",asian_race,400,311,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",nhpi_race,0,16,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",oth_race,410,296,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",mult_race,13,19,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",multoth_race,0,16,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",multnoth_race,13,19,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_eth,6142,906,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",nothisp_eth,5524,962,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",hisp_eth,618,346,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_hh_move,5989,875,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",same_hh,5595,835,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",move_instate_hh,0,16,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",move_ostate_hh,0,16,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",med_hhinc,30574,5240,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_hh,1455,118,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",hh_oo,400,100,2014,2010-2014,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",hh_ro,1055,114,2014,2010-2014,Census Tract 232
36047023400,"Census Tract 234, Kings County, New York",total,5453,571,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_total,2691,323,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_5y,628,158,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_5_9,360,110,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_10_14,225,108,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_15_17,152,111,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_18_19,23,21,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_20,20,20,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_21,47,36,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_22_24,200,66,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_25_29,265,83,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_30_34,116,60,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_35_39,97,62,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_40_44,51,25,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_45_49,81,46,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_50_54,76,49,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_55_59,70,52,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_60_61,29,31,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_62_64,47,29,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_65_66,69,54,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_67_69,14,16,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_70_74,44,41,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_75_79,30,34,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_80_84,0,16,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_85,47,33,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_total,2762,312,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_5y,523,134,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_5_9,356,113,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_10_14,217,91,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_15_17,104,46,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_18_19,15,17,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_20,74,54,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_21,17,27,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_22_24,176,68,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_25_29,237,75,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_30_34,125,74,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_35_39,153,66,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_40_44,134,58,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_45_49,33,28,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_50_54,88,52,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_55_59,68,49,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_60_61,76,53,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_62_64,43,41,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_65_66,35,47,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_67_69,6,10,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_70_74,24,25,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_75_79,59,37,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_80_84,64,41,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_85,135,51,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_race,5453,571,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",white_race,5427,574,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",black_race,0,16,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",aian_race,0,16,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",asian_race,0,16,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",nhpi_race,0,16,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",oth_race,0,16,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",mult_race,26,41,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",multoth_race,9,14,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",multnoth_race,17,27,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_eth,5453,571,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",nothisp_eth,5429,570,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",hisp_eth,24,40,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_hh_move,5183,542,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",same_hh,5059,526,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",move_instate_hh,0,16,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",move_ostate_hh,0,16,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",med_hhinc,25804,5466,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_hh,1421,66,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",hh_oo,239,86,2014,2010-2014,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",hh_ro,1182,106,2014,2010-2014,Census Tract 234
36047047200,"Census Tract 472, Kings County, New York",total,2894,384,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_total,1441,228,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_5y,189,93,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_5_9,202,77,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_10_14,190,68,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_15_17,101,55,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_18_19,37,23,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_20,11,11,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_21,16,23,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_22_24,6,9,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_25_29,86,49,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_30_34,112,55,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_35_39,51,34,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_40_44,62,33,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_45_49,18,19,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_50_54,31,22,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_55_59,87,47,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_60_61,55,38,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_62_64,89,39,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_65_66,5,9,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_67_69,35,28,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_70_74,28,23,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_75_79,0,11,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_80_84,16,22,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_85,14,15,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_total,1453,202,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_5y,219,102,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_5_9,134,53,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_10_14,159,56,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_15_17,72,40,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_18_19,45,31,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_20,12,13,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_21,24,17,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_22_24,42,27,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_25_29,97,62,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_30_34,66,29,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_35_39,60,35,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_40_44,54,35,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_45_49,23,18,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_50_54,57,32,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_55_59,133,60,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_60_61,18,17,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_62_64,47,27,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_65_66,32,25,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_67_69,42,26,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_70_74,0,11,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_75_79,16,20,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_80_84,50,37,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",female_85,51,39,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_race,2894,384,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",white_race,2871,383,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",black_race,9,17,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",aian_race,0,11,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",asian_race,0,11,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",nhpi_race,0,11,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",oth_race,0,11,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",mult_race,14,19,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",multoth_race,8,16,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",multnoth_race,6,9,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_eth,2894,384,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",nothisp_eth,2878,382,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",hisp_eth,16,20,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_hh_move,2863,373,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",same_hh,2818,370,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",move_instate_hh,0,11,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",move_ostate_hh,0,11,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",med_hhinc,52034,3862,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",total_hh,733,74,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",hh_oo,439,72,2014,2010-2014,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",hh_ro,294,77,2014,2010-2014,Census Tract 472
36047047400,"Census Tract 474, Kings County, New York",total,3127,355,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_total,1683,231,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_5y,226,69,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_5_9,273,77,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_10_14,183,75,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_15_17,69,34,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_18_19,39,30,2014,2010-2014,Census Tract 474
