GEOID,NAME,variable,estimate,moe,year,year_lab,tract_name
36047047400,"Census Tract 474, Kings County, New York",male_20,9,13,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_21,34,20,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_22_24,47,42,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_25_29,76,39,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_30_34,116,46,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_35_39,115,62,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_40_44,62,34,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_45_49,71,40,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_50_54,21,16,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_55_59,73,44,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_60_61,61,46,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_62_64,38,25,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_65_66,9,16,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_67_69,80,42,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_70_74,33,22,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_75_79,17,15,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_80_84,31,28,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",male_85,0,11,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_total,1444,201,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_5y,164,68,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_5_9,137,56,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_10_14,80,47,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_15_17,108,54,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_18_19,73,46,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_20,4,8,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_21,10,17,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_22_24,45,30,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_25_29,136,86,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_30_34,66,25,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_35_39,79,49,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_40_44,85,41,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_45_49,39,29,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_50_54,50,33,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_55_59,38,25,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_60_61,43,42,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_62_64,108,58,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_65_66,16,17,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_67_69,40,28,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_70_74,25,19,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_75_79,7,8,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_80_84,58,43,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",female_85,33,28,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_race,3127,355,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",white_race,2980,382,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",black_race,0,11,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",aian_race,0,11,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",asian_race,113,154,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",nhpi_race,0,11,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",oth_race,0,11,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",mult_race,34,57,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",multoth_race,0,11,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",multnoth_race,34,57,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_eth,3127,355,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",nothisp_eth,3107,366,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",hisp_eth,20,23,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_hh_move,3054,353,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",same_hh,2966,358,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",move_instate_hh,0,11,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",move_ostate_hh,10,17,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",med_hhinc,57895,17175,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",total_hh,794,43,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",hh_oo,309,70,2014,2010-2014,Census Tract 474
36047047400,"Census Tract 474, Kings County, New York",hh_ro,485,69,2014,2010-2014,Census Tract 474
36047047600,"Census Tract 476, Kings County, New York",total,3929,643,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_total,2070,431,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_5y,354,156,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_5_9,202,74,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_10_14,184,84,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_15_17,71,44,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_18_19,85,56,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_20,46,44,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_21,1,2,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_22_24,160,113,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_25_29,173,101,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_30_34,48,35,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_35_39,127,75,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_40_44,76,55,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_45_49,58,63,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_50_54,74,51,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_55_59,129,64,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_60_61,33,34,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_62_64,57,46,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_65_66,61,43,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_67_69,44,30,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_70_74,35,31,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_75_79,29,23,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_80_84,0,11,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",male_85,23,22,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_total,1859,281,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_5y,179,75,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_5_9,227,131,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_10_14,239,106,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_15_17,151,111,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_18_19,40,35,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_20,17,27,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_21,8,12,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_22_24,74,76,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_25_29,149,69,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_30_34,87,50,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_35_39,57,45,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_40_44,58,48,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_45_49,28,34,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_50_54,99,61,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_55_59,160,79,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_60_61,19,19,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_62_64,67,46,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_65_66,34,48,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_67_69,62,43,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_70_74,32,19,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_75_79,24,25,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_80_84,23,21,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",female_85,25,25,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_race,3929,643,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",white_race,3593,591,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",black_race,59,91,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",aian_race,24,37,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",asian_race,0,11,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",nhpi_race,0,11,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",oth_race,253,371,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",mult_race,0,11,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",multoth_race,0,11,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",multnoth_race,0,11,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_eth,3929,643,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",nothisp_eth,3649,587,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",hisp_eth,280,372,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_hh_move,3857,626,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",same_hh,3627,597,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",move_instate_hh,0,11,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",move_ostate_hh,1,2,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",med_hhinc,47477,11454,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",total_hh,937,96,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",hh_oo,370,79,2014,2010-2014,Census Tract 476
36047047600,"Census Tract 476, Kings County, New York",hh_ro,567,111,2014,2010-2014,Census Tract 476
36047023200,"Census Tract 232, Kings County, New York",total,5561,757,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_total,2928,458,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_5y,337,163,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_5_9,564,192,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_10_14,315,116,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_15_17,134,71,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_18_19,142,74,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_20,38,31,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_21,0,17,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_22_24,116,91,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_25_29,195,131,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_30_34,238,126,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_35_39,50,36,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_40_44,141,72,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_45_49,97,86,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_50_54,90,85,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_55_59,80,61,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_60_61,28,34,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_62_64,52,45,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_65_66,37,46,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_67_69,98,55,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_70_74,56,57,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_75_79,11,16,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_80_84,99,81,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",male_85,10,16,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_total,2633,371,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_5y,418,146,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_5_9,259,99,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_10_14,425,158,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_15_17,139,80,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_18_19,22,23,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_20,0,17,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_21,50,56,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_22_24,142,94,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_25_29,117,84,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_30_34,207,85,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_35_39,71,51,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_40_44,102,70,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_45_49,108,92,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_50_54,49,48,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_55_59,59,60,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_60_61,96,95,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_62_64,60,52,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_65_66,29,36,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_67_69,191,94,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_70_74,23,25,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_75_79,23,26,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_80_84,33,26,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",female_85,10,16,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_race,5561,757,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",white_race,5075,794,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",black_race,33,61,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",aian_race,28,44,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",asian_race,297,98,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",nhpi_race,0,17,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",oth_race,92,143,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",mult_race,36,60,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",multoth_race,36,60,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",multnoth_race,0,17,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_eth,5561,757,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",nothisp_eth,4829,871,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",hisp_eth,732,478,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_hh_move,5399,723,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",same_hh,5032,753,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",move_instate_hh,59,97,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",move_ostate_hh,0,17,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",med_hhinc,38818,7716,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",total_hh,1224,136,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",hh_oo,360,115,2019,2015-2019,Census Tract 232
36047023200,"Census Tract 232, Kings County, New York",hh_ro,864,146,2019,2015-2019,Census Tract 232
36047023400,"Census Tract 234, Kings County, New York",total,4563,792,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_total,2054,399,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_5y,478,143,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_5_9,179,96,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_10_14,174,125,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_15_17,80,61,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_18_19,26,24,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_20,72,45,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_21,89,67,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_22_24,126,45,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_25_29,179,72,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_30_34,56,40,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_35_39,133,69,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_40_44,86,70,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_45_49,76,53,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_50_54,47,52,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_55_59,8,12,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_60_61,9,14,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_62_64,31,25,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_65_66,16,20,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_67_69,42,34,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_70_74,20,33,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_75_79,77,61,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_80_84,6,8,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",male_85,44,34,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_total,2509,451,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_5y,658,201,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_5_9,419,175,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_10_14,127,83,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_15_17,88,72,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_18_19,55,31,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_20,47,50,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_21,106,60,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_22_24,101,52,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_25_29,170,68,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_30_34,150,79,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_35_39,50,52,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_40_44,125,85,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_45_49,70,53,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_50_54,0,12,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_55_59,70,52,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_60_61,6,12,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_62_64,53,40,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_65_66,29,45,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_67_69,43,34,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_70_74,27,33,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_75_79,13,16,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_80_84,26,25,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",female_85,76,46,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_race,4563,792,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",white_race,4381,752,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",black_race,13,19,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",aian_race,15,24,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",asian_race,10,19,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",nhpi_race,0,12,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",oth_race,144,191,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",mult_race,0,12,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",multoth_race,0,12,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",multnoth_race,0,12,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_eth,4563,792,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",nothisp_eth,4371,740,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",hisp_eth,192,187,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_hh_move,4263,766,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",same_hh,4140,760,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",move_instate_hh,0,12,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",move_ostate_hh,49,54,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",med_hhinc,32237,6783,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",total_hh,1170,134,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",hh_oo,138,62,2019,2015-2019,Census Tract 234
36047023400,"Census Tract 234, Kings County, New York",hh_ro,1032,133,2019,2015-2019,Census Tract 234
36047047200,"Census Tract 472, Kings County, New York",total,2769,371,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_total,1345,201,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_5y,177,82,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_5_9,227,64,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_10_14,142,73,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_15_17,47,44,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_18_19,57,40,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_20,37,38,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_21,31,27,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_22_24,49,33,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_25_29,22,20,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_30_34,66,39,2019,2015-2019,Census Tract 472
36047047200,"Census Tract 472, Kings County, New York",male_35_39,60,39,2019,2015-2019,Census Tract 472
